"name","year_start","year_end","years_tot","birth_date","position","height","weight","college"
"Kosta Perovic",2008,2008,1,1985-02-19,"C",86,240,"No College"
"London Perrantes",2018,2018,1,1994-10-03,"G",74,200,"University of Virginia"
"Aulcie Perry",1975,1975,1,1950-07-03,"C",82,210,"Bethune-Cookman College"
"Curtis Perry",1971,1978,8,1948-09-13,"F",79,220,"Missouri State University"
"Elliot Perry",1992,2002,11,1969-03-28,"G",72,150,"University of Memphis"
"Ron Perry",1968,1970,3,1943-12-29,"G",75,190,"Virginia Polytechnic Institute and State University"
"Tim Perry",1989,1996,8,1965-06-04,"F-C",81,200,"Temple University"
"Chuck Person",1987,2000,14,1964-06-27,"F",80,220,"Auburn University"
"Wesley Person",1995,2005,11,1971-03-28,"G",78,195,"Auburn University"
"Alec Peters",2018,2018,1,1995-04-13,"F",81,232,"Valparaiso University"
"Jim Petersen",1985,1992,8,1962-02-22,"F-C",82,235,"University of Minnesota"
"Loy Petersen",1969,1970,2,1945-07-26,"G",77,205,"Oregon State University"
"Bob Peterson",1954,1956,3,1932-01-25,"F",77,210,"University of Oregon"
"Ed Peterson",1950,1951,2,1924-06-27,"C",81,220,"Cornell University"
"Mel Peterson",1964,1970,7,1938-03-23,"G-F",76,185,"Wheaton College"
"Morris Peterson",2001,2011,11,1977-08-26,"F",79,218,"Michigan State University"
"Geoff Petrie",1971,1976,6,1948-04-17,"G",76,190,"Princeton University"
"Johan Petro",2006,2013,8,1986-01-27,"C",84,247,"No College"
